id,nome
P1083347-001,PAINEL COMPLETO COM SENSOR PARA ZEBRA ZT510
CQ16922-G4,PLACA PRINCIPAL IMPRESSORA QL320 PLUS USB+SERIAL
CANETA-STYLUS-GENERI,CANETA GENERICA PARA COLETOR DE DADOS
10-3105-01,CISCO 10GBASE-SR SFP-10G-SR-S OTU2E DOM TRANSCEPTOR SFP + 850NM 300 M
Q2D-LUGAL000-L2,IMPRESSORA DE CODIGO DE BARRAS PORTATIL ZEBRA QL220 PLUS 203 DPI
CYB-16123,LCD COM TOUCH PARA COLETOR ZEBRA MC2200 / MC2700
P1062185,ZEBRA HIGH TORQUE FIXTURE
LS2208-SR20001R-NA,LEITOR DE DADOS SYMBOL LS2208 - PRETO
P1068022,MEDIA COVER ZEBRA ZQ520
CIRCUITO-FDS9926A,CIRCUITO INTEGRADO MOSFET FDS9926A
CYB-13165,PLACA PRINCIPAL ZEBRA TC51 / TC510K
51-2460-20,PLACA DE REDE DATAMAX M-CLASS MARK II M-4206
PAPELHIGIENICO,PAPEL HIGIENICO DELUXE FD 30M LV12 PG11
SYM-SCANNER-COVER-11,EIXO INFERIOR DE ROTA«√O MOTOROLA MC3090 BRICK
CYMMC31133,CARCACA TRASEIRA (PARA CABECA ROTATIVA) MOTOROLA MC3190 BRICK
CYB-15089,SUPORTE DE ALTO FALANTE COM ALTO FALANTE EX25 INTERMEC CK71/CK75
HC-KEYPAD-23,MEMBRANA DO TECLADO (28 TECLAS) DOLPHIN 6500
PORCASEX,PORCA SEXTAVADA USIN 3/8'' GE N0400
PSC11R-050,FONTE DE ALIMENTACAO PHIHONG 5V - 2A HONEYWELL 6500 / MEMOR X3
CYB-13433,ALTO FALANTE INTERNO ZEBRA TC51 / TC56 / TC57
MX7-HEAT-LCD-01,LCD COM TOUCH COM AQUECIMENTO HONEYWELL LXE MX7
CAPACITOR100UF-450V,CAPACITOR 100UF/450V ELETRO RAD
BTRY-ET5X-8IN1-01,"ET5X 8"" INTERNAL BATTERY, 5900 MAH/3.8 V"
TRV-BTRY-SKORPIO-X5,TRAVA DA BATERIA PARA COLETOR SKORPIO X5
CYLMX8014,CABO FLEX CABLE SCANNER N4313-TTLM  MX8
P1037974-003A,KIT ZEBRANET N PRINT SERVER ZT200 SERIES
MC9190-2D-WIN-MOB,COLETOR DE DADOS MOTOROLA MC9190 2D LONGA DISTANCIA WIN MOBILE
SYMBOL-KEYPAD-64,MEMBRANA DO TECLADO (27 TECLAS) PARA O SYMBOL MC2100 / MC2180
MC3090-GU0PPCG00WR,COLETOR DE DADOS MOTOROLA MC3090 GUN
TEXT-ONH,"IMPRESSORA DE CUPOM TEXT ONH TERMICA, N√O FISCAL"
SYMBOL-ANTENNA-38,ANTENA WIFI MOTOROLA MC9090
LCD-QL220,LCD DISPLAY IMPRESSORA ZEBRA QL220 PLUS
BTRY-C6000,BATERIA 3.8V 4200MAH PARA COLETOR CHAINWAY C6000
P1037974-023,SENSOR DO RIBBON ZEBRA ZT230
SMART105SLPLUS-203,CABECA DE IMPRESSAO (SMART) ZEBRA 105SL PLUS - 203 DPI
CAPA-CT60V,CAPA DE PROTECAO VESTIVEL PARA COLETOR DOLPHIN CT50 / CT60
CYB-16522,PLACA PRINCIPAL (VERSAO ANDROID) PARA COLETOR DOLPHIN CT60XP
851-093-201,CARREGADOR BERCO DE ALIMENTACAO INTERMEC CN50/CN51/CK71
CAPA-LKP400,CAPA DE PROTECAO PARA IMPRESSORA SEWOO LP-K400
BLK-MK-6140,SENSOR BLACK MARK PARA IMPRESSORA PATHFINDER 6140
 CYB-13438,TOUCH SCREEN ZEBRA TC25
FONT-5V-4A,FONTE 5V 4A P8 AUTOM¡TICA
ETI-RES-OVAL,ETIQUETA RESINADA POLIESTER BRANCO 3M IMPRESSAO E RECORTE RETANGULAR
21-SB1X-SKADP-10R,ADAPTADOR DO ALTO-FALANTE COM PTT MOTOROLA SB1
INTER-STYLUS-SET-03,CANETA STYLUS INTERMEC CK3 / CK3X / CN3 / CK3R
008.0600.5,PLACA PCM LOGICA GERTEC TC506 ( 004.0910.3 ) MIDIA WIFI M2 RC
QBT2101-BK-BTK,LEITOR DE DADOS DATALOGIC QUICKSCAN QBT2101
PZTC200T11A,LCD COM TOUCH COM CARCACA FRONTAL  MOTOROLA TC20 / TC200J / TC25
50129589-001,BATERIA DE LITIO 3.8V 4000MAH PARA COLETOR HONEYWELL EDA50 / EDA51
SYM-KEYPAD-COVER-03,ADESIVO DE TECLADO 48 TECLAS MOTOROLA MC3090 / MC3190 / MC32N0
ETIQUETA5X3CM,ETIQUETA ADESIVA BRANCA 5CX3ACM ROLO C/1060 UN
M0614001,IMPRESSORA TERMICA PATHFINDER 6140BT
TC300_14,PLACA PRINCIPAL V3 GERTEC TC300
B723SOGA,"COLETOR DE DADOS HONEYWELL EDA51 ANDROID , 2D , WIFI , BLUETOOTH , NFC"
141-000070-952,GUIA DO SUPORTE DE ETIQUETAS INTERMEC PD41 / PD42
"ESPAGUETE-1,6MM","ESPAGUETE 1,6MM TERMO PRETO - TUBO FLEXIVEL"
SYMBOL-HAND-STRAP-08,ALCA DE MAO MOTOROLA MC3190 / MC32N0 BRICK
DS2208-SR7U2100AZW,LEITOR DE DADOS ZEBRA 2D DS2208
027.0039.5,LCD 4.3 POL TFT COLOR RES 480X272 TOUCH GERTEC TC506 MIDIA WIFI
XT2015,LCD COM TOUCH COM ARO PARA CELULAR  MOTOROLA MOTO G8 PLAY
P1040258-001,SUPORTE DE MIDIA ZEBRA QLN320
LOCACAOMESA,LOCACAO DE MESA E CADEIRAS
M268-773-C4-BRA-3B,POS VX680 VERIFONE
34449,CABO MICRO USB V8 1M - PARA COLETORES DE DADOS
TC520K-1HEZU4P-NA,COLETOR DE DADOS ZEBRA TC52 2D ANDROID 11
BTRY-TC55-29BR1-01,BATERIA STANDARD SYMBOL ZEBRA MC36/TC55/RFID8500 (3.7V/ 2200MAH MAH)
HCH-3206-CHG,CARREGADOR DE BATERIA DE 6 POSI«’ES GTS MOTOROLA MC32N0
CRD2100-1000UR,BERCO DE 1 POSICAO PARA COLETOR MOTOROLA MC2100 / MC2180
509444-001,MODULO SMART CARD LOOSELY COUP
SERVMATVEIC,SERVI«O DE MANUTEN«√O EM VEÕCULO
CYB-13163,TAMPA INFERIOR PARA ZEBRA TC51 / TC510K
P1053743,CARCACA TRASEIRA DA ETIQUETA ZEBRA ZT410 / ZT411
SV0067,SERVICO | CONTRATO
VP200ETH,TERMINAL DE CONSULTA PRE«OS ELGIN VP-200 ETHERNET
P1025037974-025,SENSOR DA CABECA ABERTA ZEBRA ZT230
WD200-PULSEIRA,PULSEIRA VESTIVEL WD200
7.89864E+12,TERMINAL DE CONSULTA TANCA VP-240
SYMBOL-TOP-COVER-10,TAMPA SUPERIOR COM VIDRO DO SCANNER PARA MC65/MC659B/MC67
CYB-13972,PLACA PRINCIPAL PIDION BLUEBIRD EF400
CART-ALIMET-NAT,CARTAO TICKET ALIMENTACAO
CYB-14509,LCD COM TOUCH PARA INTERMEC CK65
CYB-16212,PLACA LOGICA USB CHARGING (P1020350-03) PARA ZEBRA QLN220 / QLN320
DPO11-5219-01,CHAPA TEAR OFF DATAMAX I-CLASS I-4208
ESCADAALUMINIO,ESCADA DE ALUMINIO
11939,LEITOR DE DADOS NONUS LI250+ LASER USB
7160-0861-00,DOCKING STATION ZEBRA GAMBER JOHNSON HDMI
PWZ-RW420,PLACA WIFI ZEBRA RW420
ADP-SSD-SATA,ADAPTADOS SSD SATA
DESKTOP,DESKTOP E MONITOR
48065,REBOBINADOR DE RIBBON ZEBRA 110XI4 / 105SL
P1083347-005,CABECA DE IMPRESSAO GENUINE ZEBRA ZT510 203 DPI
94ACC1390,PISTOLA GATILHO PARA COLETOR DATALOGIC FALCON X4
G20060M,PAINEL DISPLAY COMPLETO ZEBRA S4M
VC5090KYBD-02,TECLADO EXTERNO ZEBRA SYMBOL VC5090
PLACASIN,"PLACA DE SINALIZA«√O AMARELA ""PISO MOLHADO"" JSN"
CYB-13808,PLACA PRINCIPAL IMPRESSORA IMZ320
PB50A11804100,IMPRESSORA TERMICA PORTATIL INTERMEC PB50 BLUETOOTH
6500LP12211E0H,COLETOR DE DADOS HONEYWELL DOLPHIN 6500
46EL220US000,LEITOR DE DADOS ELGIN EL220 2D USB DCR
IAF4206M,MEMBRANA DO PAINEL DATAMAX ALLEGRO FLEX M-4206
THOR-VM1,COLETOR DE DADOS VEICULAR HONEYWELL THOR VM1 / VM1A
6698,ETANOL GRID PETROBRAS
50-16002-042R,CABO DC PARA BERCO CARREGADOR DE 4 POSICOES ZEBRA TC20
CYB-14501,MEMBRANA (38 TECLAS) DO TECLADO PARA COLETOR DE DADOS INTERMEC CK65
PROTHIDROGMC33,SCREEN PROTECTOR DE HIDROGEL PARA COLETOR MC33
SYMB-MOTHERBOARD-15,PLACA PRINCIPAL SYMBOL MC9090-S
ALLEGRO4206,ROLETE DATAMAX ALLEGRO FLEX M-4206 E ALLEGRO PRO
04-250-TRAVAS,TRAVAS DA MESA DA CABECA DE IMPRESSAO ARGOX O4-250
SYMBOL-KEYPAD-PCB-60,PLACA DO TECLADO QWERTY (REV B) 45 TECLAS MOTOROLA MC55 / 5574 / 5590
DATALOGIC-HANDLE-02,PISTOLA GATILHO PARA COLETOR DATALOGIC FALCON X3
TC506-01,CARCACA FRONTAL PARA LCD MONO GERTEC TC506
PBH2221,CABO FLEX DO LCD PARA CELULAR MOTOROLA G32
CYB-15551,TOUCH SCREEN ORIGINAL SYMBOL TC25 / TC20 / TC200
102267-001,TAMPA SUPERIOR DA ETIQUETA ZEBRA TLP2824
45-2027-01,PLACA PAINEL FRONTAL DATAMAX M-CLASS ALLEGRO FLEX 4206
CRD-TC51-5SC4BC-01,BERCO CARREGADOR DE 4 POSICOES PARA COLETOR E BATERIA DO TC51
P1037974-010,CABECA DE IMPRESSAO GENUINE ZEBRA ZT230 - 203 DPI
XT1955,LCD COM TOUCH COM ARO PARA CELULAR MOTOROLA MOTO G7 POWER
120686-001,IMPRESSORA TERMICA ZEBRA DA402 203 DPI
SYMBOL-SCANNER-30,MODULO LASER LORAX SE-1524 MOTOROLA MC9060/MC9090/MC9190/MC92N0
MLB-1318401207,CABO USB LEITOR DE MESA BEMATECH S3200
MTBD-TM-T88V,PLACA PRINCIPAL PARA IMPRESSORA EPSON TM-T88V
FRIOS-FATIADO,FRIOS FATIADO KG
P1024315-02,SUPORTE DO ROLETE E DO SENSOR ZEBRA QLN320
CPX-HR100,LEITOR DE DADOS COMPEX CPX-HR100
CM8068403377415,PROCESSADOR INTEL CORE I3 - 8100T (CM8068403377415) M710Q
11510-02,LEITOR DE DADOS BEMATECH AQUILA S500
HONEY-MOTHERBOARD-21,PLACA PRINCIPAL HONEYWELL PARA DOLPHIN 6500
1-206278-04,CHAPA DO TEAR BAR (TEAR OFF) IMPRESSORA INTERMEC PM4I
CYB-12360,MEMBRANA 59 TECLAS 2 VERSAO INTERMEC CK75 / CK70 / CK71
46EL4200US0C,LEITOR DE C”DIGO DE BARRAS FIXO ELGIN EL4200
BC2030-BK-BT,BASE DO LEITOR DATALOGIC QBT2400 (ITEM FORA DE LINHA)
CAPA-CK3X-GUN,CAPA DE PROTECAO EM COURO PARA COLETOR CK3X GUN
M3I-0UB0L090-00,IMPRESSORA PORTATIL ZEBRA IMZ320
HA6JKB9AK8,LEITOR DE DADOS NONUS LW200
ELASTICO-ROLICO1MM,ELASTICO ROLICO 1MM X 100 METROS
GK420T-1025A0-000,IMPRESSORA T…RMICA ZEBRA GK420T
CYB-9023,BOTAO RESET INTERMEC CK3X / CK3R
P1037974-028,ROLETE DE BORRACHA (SEM BUCHA) ZEBRA ZT230 / ZT231
INTER-FLEX-CABLE-36,CABO FLEX DA PLACA TOUCH INTERMEC CV30
SYMBOL-HANDSTRAP-04,ALCA DE MAO MOTOROLA MC3090 GUN
PORTA-GUARDANAPO,PORTA GUARDANAPOS
S-MOTHERBOARD-DS2208,PLACA PRINCIPAL 2D ZEBRA DS2208
FITA-TERMICA,FITA TERMICA DE ALUMINIO
?960-001101,CAMERA LOGITECH PARA VIDEOCONFERENCIA MEETUP
MLB716156583,KIT 30 PCS CONECTOR USB MACHO PARA MONTAR CABOS
CHAPA-SUP-M-110XI4,CHAPA DO SUPORTE DO MOTOR DO CUTTER DA 110XI4
634050,PRESSURIZADOR PL20 LORENZETTI
SYMBOL-KEYPAD-PCB-21,PLACA DO TECLADO (48-TECLAS) MOTOROLA MC3090 / MC3190 / MC32N0
GUIA4206,GUIA DO ROLO DE  ETIQUETA DATAMAX M-CLASS ALLEGRO FLEX 4206
ZT23042-T0A000FZ,IMPRESSORA T…RMICA ZEBRA ZT230 - 203 DPI
INTERMEC-SPEAKER-14,ALTO FALANTE INTERMEC CK3A1
11510-02,LEITOR DE DADOS BEMATECH AQUILA S500
PAPEL-CONTACT,PAPEL CONTACT COLORIDO
944250006,"COLETOR DE DADOS DATALOGIC MEMOR X3 2D, WIFI, 25 TECLAS WINDOWS CE 6.0"
CAPA-CK75-GUN,CAPA DE PROTECAO COLETOR CK75 GUN
RFD8500-1000100-EU,"PLACA PRINCIPAL DO LEITOR RFID8500 SEM MODULO		"
VASOCERAMICA,VASO CERAMICA COM FLORES 8X8CM FLR60
FDA6149CZ,CADEIRA DE ESCRITORIO STRIPES PRESIDENTE CINZA
CM15-H,MONITOR ELGIN E-TOUCH2 CM-15H
HONEYWELL-LCD-36,LCD COM TOUCH SCREEN (TRULY) HONEYWELL DOLPHIN 6500
AZEITONAVERDESC,AZEITONAS VERDES 80 GR (SACHET)
SMARTZ4M-203,CABECA DE IMPRESSAO (SMART) ZEBRA Z4M-203 DPI
CAIXA-ELET-PISOELEV,CAIXA EL…TRICA PARA PISO ELEVADO PP C/2 SAÕDAS
SYMBOL-MOTHERBOARD30,PLACA PRINCIPAL (COLOR) MOTOROLA MC3090 GUN WIN CE 5.0
DS3678-SR3U42A0SFW,LEITOR DE DADOS 1D/2D ZEBRA DS3678 BLUETOOTH
SYMBOL-TOUCH-16,TOUCH SCREEN SYMBOL MC9090 / MC9190 / MC92N0
7.89846E+12,CABO USB PARA IMPRESSORAS TERMICAS
GATILHO-BORRIFADOR,VALVULA GATILHO BORRIFADOR PULVERIZADOR MULTIUSO
CHVE TRAFIX C CB T6,CHAVE TRAFIX COM CABO T6 TRAMONTINA 44350006 TRAMONTINA GARIBALDI
CRD1S-RFD8500-1R,BERCO DE UMA POSICAO PARA LEITOR ZEBRA RFID 8500
BAT-LITH-3V,BATERIA BOTAO LITHIUM CELL 3V 3 TERMINAIS
COPODESCCX,COPO DESCARTAVEL CRISTALCOPO 180ML BR P.S. CX C/2500 COPOS
XT2127,BATERIA LI-ION 4850MAH 4.45V PARA CELULAR MOTOROLA MOTO G22
ROLO-DE-LA23CM,ROLO DE L√ SINT ANTIGOTA 23 CM ATLAS S/ CABO REF AT2014 ATLAS
82-108066-01,BATERIA 2400MAH MOTOROLA MT2070
TAMPAENCHOR,TAMPA ENC CURVA HORIZONTAL 90100MM #26PZ
GIMBAL-HOHEM,ESTABILIZADOR DE CAMERA GIMBAL
CYB-13350,TOUCH SCREEN SYMBOL MC330K GUN
CYB-12728,CABO FLEX (VERS√O SE955 / N4313) MX7 TECTON
GM4400-BK433MHZ,LEITOR DE DADOS 2D DATALOGIC GRYPHON GM4400 BLUETOOTH
RT700,IMPRESSORA TERMICA GODEX RT700
SV0038,RECUPERACAO DE CARCACA
50-16002-001R,CABO DE ENERGIA DO BER«O MOTOROLA MC9090 / MC9190 / MC92N0
37114,ACCESS POINT AP7632
MTR-LB1000,MOTOR DC DO TRACIONADOR DO RIBBON BEMATECH LB-1000
CABO-AC-01,CABO DE FOR«A AC TRIPOLAR
004.0911.1,TERMINAL DE CONSULTA GERTEC TC506
SYM-BATTERY-COVER-13,TAMPA DA BATERIA COM ALCA E TRAVAS MOTOROLA MC3090 GUN
G77767M,SENSOR DE RIBBON ZEBRA S4M
CYB-15170,PLACA PRINCIPAL (ANDROID) PARA COLETOR TC8300 / TC83B0
98-0470080-20LF,KIT CUTTER COMPLETO TSC TTP-2410MT
SYMBOL-ANTENNA-18,ANTENA WIFI MOTOROLA MC65 / MC659B
8.80719E+11,COLETOR DE DADOS BRAND U8000
CALCAFEM,CAL«A SOCIAL FEMININA EM TWO WAY
82-176890-01,BATERIA 3.7 2450MAH PARA LEITOR ZEBRA DS8178
KD2-00-45000007,IMPRESSORA DATAMAX M-CLASS ALLEGRO FLEX 4206
CYB-7056,PLACA PRINCIPAL DATALOGIC KYMAN
SYMBOL-SWITCH-42,PLACA DO GATILHO MOTOROLA MC9090 / MC9190 GUN
P1034117-01,SENSOR PEEL OFF ZEBRA ZT230
MC40N0-HLK3R02F,COLETOR DE DADOS SYMBOL MOTOROLA MC40N0
FER03,RESERVATORIO DE AGUA
M-SB1,MODULO LASER COM FLEX MOTOROLA SB1
P1107244-101,BAR SENSOR CABO FLEX (P1107244-101) ZEBRA ZQ521
MC9090-WIN-MOB-2D,COLETOR DE DADOS MOTOROLA MC9090 WIN MOBILE / LASER 2D LONGA DISTANCIA
105934-032,CUTTER PARA IMPRESSORA ZEBRA GX420T / GK420T / GX430 / ZD500
HUB-USB,HUB USB PARA NOTEBOOK
IC-SCANNER-LENS-21,LENTE DE PROTECAO DO MODULO LASER INTERMEC CK3X
105912G-658C,CONJUNTO ESTRUTURA CENTRAL (NUCLEO) ZEBRA P330I
CESTA-BRINDE,CESTA PERSONALIZADA PARA BRINDE / PRESENTE
MOLA-MEMORX3,MOLA DE COMPRESSAO TAMPA DA TRAVA MEMOR X3
L-QD2100,LEITOR DE DADOS DATALOGIC  QD2100
1-010106-900,CABECA DE IMPRESSAO INTERMEC PD41 / PD42 300DPI
RK18465-003,CABECA DE IMPRESSAO ZEBRA QLN320
P1058930-004,KIT TAMPA DO ROLO DE ETIQUETA ZEBRA ZT410 / ZT411
B0754KMGFN,PILHA PALITO RECARREG¡VEL NI-MH AAA-1000MAH
CARCACA-TRAS-EF500,TAMPA COMPATIVEL DA BATERIA PIDION BLUEBIRD EF500R/ EF501R
SCREENHIDROGELMC40,SCREEN PROTECTOR DE HIDROGEL PARA SYMBOL MOTOROLA MC40
FITA-DESSOLDADORA,"MALHA FITA DESSOLDADORA 1,5M X 3MM"
20008M,MOTOR DE TRACAO ZEBRA S4M / Z4M
HONEYWELL-KEYPAD-05,MEMBRANA DO TECLADO (51 TECLAS) COLETOR THOR VM1
SYMBOL-TOUCH01,TOUCH SCREEN (2™ VERS√O) DATALOGIC KYMAN
MK9520-32A38-Z,LEITOR DE DADOS HONEYWELL  MS9520 - PRETO
ZT41042-T0A0000Z,IMPRESSORA T…RMICA ZEBRA ZT410
PSION-TOUCH-10,"TOUCH SCREEN 4 VIAS PSION WORKABOUT PRO 7535-G1, 75"
SYMBOL-CONNECTOR-45,CONECTOR SYNC DO BERCO MOTOROLA MC3090 / MC3190 / MC32N0
CYB-4442,PLACA PRINCIPAL (MONO) SYMBOL MC3090 GUN
MTBD-TL-320,PLACA PRINCIPAL PARA LEITOR DE DADOS TANCA TL-320
IS13252,IMPRESSORA DE CARTAO DATACARD SD160
DVPTY-A00,NOTEBOOK DELL VOSTRO 14 3468 240GB INTEL CORE I5-7200U RAM 8GB
SV0044,INSTALACAO E CONFIGURACAO DO COLETOR NO PERFIL DO CLIENTE
DISJ-STECK-CURVAC,DISJUNTOR STECK BIP 020A CURVA C
CYB-13794,CABO FLEX DO MODULO (SE965) SYMBOL MOTOROLA MC92N0
CT60-L0N-ASC210F,COLETOR DE DADOS HONEYWELL CT60
FRO01760,LCD COM TOUCH COM ARO PARA CELULAR MOTOROLA MOTO E6 PLAY
P1058930-058,REBOBINADOR DE ETIQUETA PARA IMPRESSORA ZEBRA ZT410 / ZM400
RT40-DZA15-10,"COLETOR DADOS RT40 STD LEITOR 1D/2D SR, QUALCOCT GUN IP68"
MC32N0-RL4HCHEIA,COLETOR DE DADOS 1D/2D MOTOROLA MC32N0 BRICK WINDOWS 48 TECLAS
HONEYWELL-KEYPAD-36,MEMBRANA DO TECLADO HONEYWELL THOR VM1 (F1-F5/F6-F10)
LICENCA,LICENCA CRM
1223A-IM12,PLACA PRINCIPAL PARA ANTENA RFID HONEYWELL IF1
99-21402-009,IMPRESSORA TERMICA ARGOX OS214 PLUS
LS2208-SR20007BR-U,LEITOR DE DADOS SYMBOL LS2208
PAH7020-24,FONTE DE ALIMENTACAO (24V-5A) ARGOX OS214 PLUS
SYMBOL-KEYPAD-PCB-66,PLACA DO TECLADO MOTOROLA MK3000 / MK3100 / MK3190 / MK3900
HONEYWELL-TOUCH-11,TOUCH SCREEN PARA DATALOGIC FALCON X3+ / X4
SYMBOL-SCANNER-16,MODULO LASER PARA COLETOR SYMBOL MC1000
"MC40-GUN	",CAPA DE PROTE«√O EM COURO PARA COLETOR ZEBRA MC40 BRICK
DS2208-SR7U2100AZW,LEITOR DE DADOS ZEBRA 2D DS2208
P1004232,CABECA DE IMPRESSAO GENUINE ZEBRA 110XI4-300 DPI
FLATGT800,FLAT DA PLACA DO BOT√O FEED ZEBRA GT800
CYB-16306,LCD COM TOUCH PARA COLETOR DOLPHIN CT60
7.89777E+12,SILICONE SPRAY LAVANDA GITANES STREET CAR
GVT-CHIP-G8PLUS,GAVETA DO CHIP PARA CELULAR MOTOROLA MOTO G8 PLUS
207227-001,PARTE  DAS ENGRENAGENS DO MOTOR ZEBRA RW420
TINTA-PISO-BR,TINTA PISO E CIMENTADO BRANCO 1/1 SUVINIL 3111
MC9090-GF0HBEGA2WR,COLETOR DE DADOS MOTOROLA MC9090 GUN WIN CE / LASER LONGA DISTANCIA
PROTHIDROGMC3132,SCREEN PROTECTOR DE HIDROGEL PARA COLETOR MC3190/MC32
99-21402-032,IMPRESSORA DE ETIQUETA ARGOX OS2140 203 DPI PRETA
SYMBOL-SWITCH-17,BOT√O LATERAL DO GATILHO MC3090 BRICK / MC3190 BRICK
34901-010M,PLACA LOGICA PRINCIPAL 4MB Z4M+ SERIES
DATALOGIC-TOUCH-09,TOUCH SCREEN DATALOGIC SKORPIO X3 / X4
LS4208-SR21001ZZR,LEITOR DE DADOS MOTOROLA LS4208
CRD3000-1001RR,BERCO CARREGADOR DE 1 POSICAO MOTOROLA MC3090/MC3190/MC32N0
6500LP12211E0H,COLETOR DE DADOS HONEYWELL DOLPHIN 6500
M-CYBER-CASE-01,CAPA DE PROTECAO EM COURO SINTETICO MOTOROLA MC3090/MC3190/MC32N0 GUN
SYMBOL-FLEX-CABLE-07,CABO FLEX DO MODULO 1D SE950 SYMBOL MC9090
KTG-ZT230-01,KIT TOGGLE BAR PARA IMPRESSORA ZEBRA ZT230 (SIMILAR)
SYMBOL-SPEAKER54,ALTO-FALANTE GRANDE MOTOROLA MK3000  / MK3190 / MK3900
G77023M-CB,ROLETE DE BORRACHA (COM BUCHA) PARA IMPRESSORA S4M / Z4M
EDA61K-0AC934PEA,"COLETOR DE DADOS 2D N6703SR HONEYWELL SCANPAL EDA61K WIFI,BLUETOOTH"
CYB-15948,CAMERA TRASEIRA PRINCIPAL COM CABO FLEX HONEYWELL EDA51K
G20060M,PAINEL DISPLAY COMPLETO ZEBRA S4M
CYB-16375,PLACA PRINCIPAL PARA COLETOR VEICULAR (8.4 COM WINDOWS O/S) ZEBRA ET56
CYB-13164,CONECTOR SYNC & CHARGER ZEBRA TC51
JAQUETA-LAB,JAQUETA TAM VARIAVEIS COR PRETA-MANTA E FORRO-BORDADO
P1123335-031,SENSOR DE RIBBON ZEBRA ZT231
G9-BIP-01,ALTO FALANTE CAMPAINHA MOTO G9 PLAY
BUSCOFEM-400MG,BUSCOFEM COMPRIMIDO 400MG
SYM-FLEX-CABLE-123,CABO FLEX DO MODULO LASER (SE4500) SYMBOL MC55 / MC5574 / MC5590
XT2343-1,CELULAR MOTOROLA MOTO G54 256GB
CK3R-2K40-B00,COLETOR DE DADOS INTERMEC CK3R
PLATEN-ROLL-Z105S,ROLETE DE BORRACHA (SEM BUCHA)  ZEBRA Z105S
PELICULA-NANOTECH,PELICULA NANOTECH HD TPU
P1073117-007,CABECA DE IMPRESSAO ZEBRA GT800-300 DPI
ESD6055,PINCA ESD INOX COM REVESTIMENTO DISSIPATIVO T15
POST-IT-76X76MM,BLOCO ADESIVO POST-IT 76MM X 76MM - AMARELO COM 100 FOLHAS - 3M PT 4 B
CBA-U03-S07ZAR,CABO PARA LEITOR DE DADOS USB 12V 7FT
FRONT-MC3XXX,CARCACA SUPERIOR DO BERCO MOTOROLA MC3090 / MC3190
CBL-NCR7884,CABO USB PARA LEITOR NCR 7884
P1037974-018,FONTE INTERNA ZEBRA ZT230
DPP250-34,PLACA BLUETOOTH PARA IMPRESSORA DATECS DPP-250
CANETA-STYLUS-GENERI,CANETA GENERICA PARA COLETOR DE DADOS
SERV-CONSULT,CONSULTORIA EM RECURSOS HUMANOS
851-061-208BR,FONTE 12V 4A POWER SUPLY INTERMEC (SIMILAR)
CANALETA-030X050,CANALETA RA 030X050 CZ PHELLERMANN
MZ220-320BAT,BATERIA PARA IMPRESSORA IMZ220/IMZ320 1800MAH
JALECOTAMGGESD3799,JALECO PADRAO ESD TAM GG AZUL CLARO COM LOGO NO BOLSO (ESD3799)
PPS-MC9190-MTH,PLACA PRINCIPAL SYMBOL MC9190 WINDOWS MOBILE 6.5
CABO-ADAPTADORPC,CABO ADAPTADOR PARA DESKTOP
SV0032,FRETE - IDA/VOLTA
50125901-001FRE,ROLETE DE BORRACHA HONEYWELL PM42
SR5600-FB01,LEITOR DE DADOS VESTIVEL UROVO SR5600-FB01
HONE-BATTERY-COVER-1,TAMPA DA BATERIA HONEYWELL DOLPHIN 60S
SYM-BACK-COVER-42,"CARCACA TRASEIRA LEITOR SYMBOL MK500, MK590"
DISPLAY-OPTICONH27,DISPLAY LCD + TOUCH + CARCACA OPTICON H-27
CAPA-MC40-BRICK,CAPA DE PROTE«√O EM COURO PARA COLETOR ZEBRA MC40N0 BRICK
SAC9000-4000R,CARREGADOR DE BATERIA 4 POSICOES MOTOROLA MC9090/9190/92N0
318-046-031,BATERIA PARA COLETOR INTERMEC CK3/CK70/CK75 5200MAH
52700020,FILTRO DE OLEO PSL619
BALAYOUGURTE,BALA MASTIGAVEL DE YOGURTE PACOTE 600GR SABOR MORANGO
CABO-CONFEC-01,CABO CONFECCIONADO PARA LEITOR DE DADOS (2 METROS)
ZT23042-T0AC00FZ,IMPRESSORA T…RMICA ZEBRA ZT230 - 203 DPI USB E WIFI
P1053360-020,PAINEL LCD COMPLETO IMPRESSORA 105SL PLUS
PEEL-OFF-GC420T,CARCACA DO PEEL OFF DA GC420T
CK71-LTBJ121O111,ANTENA WIFI INTERMEC CK71
P1031597-01,SENSOR DE ETIQUETA ZEBRA ZT230
LUZEMERGENCIA,LUZ DE EMERGENCIA
SYMBOL-PCB-27,PCB COM LED SYMBOL MK3100 / MK3190
94A150067,BERCO CARREGADOR DE 1 POSICAO DATALOGIC SKORPIO X3 / X4
ZETEX-Z50X,IMPRESSORA TERMICA DE ETIQUETAS ZETEX Z50X 203DPI
EA10683U-120,FONTE DE CARREGADOR DE 6 POSI«’ES MOTOROLA MC32N0
CYB-14891,LENTE DE PROTECAO DATALOGIC JOYA TOUCH A6
8-0938-02,"CABO DATALOGIC USB ,SURE , POS , POT , 4.5M MAGELLAN 33"
0I805408,PCM LOGICA TECLADOS PS2 CORTEX M0 (LOGICA) TEC65
CPUDESKTOPDELL,CPU DELL OPTIPLEX 7040 WIN 10 PRO DESKTOP TORRE
LI4278-SR20007WR,LEITOR DE DADOS MOTOROLA LI4278 BLUETOOTH
